ts,role,ip,f4,f5,f6,f7,mcs_dl,mcs_ul,snr_dl,snr_ul,rssi_c0p,rssi_c0e,rssi_c1p,rssi_c1e,dl_rate,ul_rate,sta_dl_rssi,sta_ul_rssi,res20,res21,res22,res23,res24
2026-02-24T00:10:01-05:00,SM,192.168.1.3,2,2,,,105,104,20,20,	-81,	-82,	-96,	-99,137M,,-77,-78,,,,,
2026-02-24T00:11:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,20,20,	-82,	-84,	-95,,137M,,-77,-78,,,,,
2026-02-24T00:11:01-05:00,SM,192.168.1.3,2,2,,,105,104,20,20,	-82,	-84,	-95,,137M,,-77,-78,,,,,
2026-02-24T00:12:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,20,	-81,	-84,	-95,	-95,137M,,-77,-78,,,,,
2026-02-24T00:12:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,20,	-81,	-84,	-95,	-95,137M,,-77,-78,,,,,
2026-02-24T00:13:01-05:00,AP,192.168.1.2,0,137,2,2,104,104,19,20,	-82,	-84,	-94,	-98,103M,,-77,-78,,,,,
2026-02-24T00:13:01-05:00,SM,192.168.1.3,2,2,,,104,104,19,20,	-82,	-84,	-94,	-98,103M,,-77,-78,,,,,
2026-02-24T00:14:01-05:00,AP,192.168.1.2,0,137,2,2,104,104,19,21,	-82,	-84,	-95,	-96,103M,,-77,-77,,,,,
2026-02-24T00:14:01-05:00,SM,192.168.1.3,2,2,,,104,104,19,21,	-82,	-84,	-95,	-96,103M,,-77,-77,,,,,
2026-02-24T00:15:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,20,	-82,	-85,	-95,	-99,137M,,-77,-78,,,,,
2026-02-24T00:15:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,20,	-82,	-85,	-95,	-99,137M,,-77,-78,,,,,
2026-02-24T00:16:01-05:00,AP,192.168.1.2,0,137,2,2,104,104,19,20,	-80,	-82,	-93,	-96,103M,,-77,-78,,,,,
2026-02-24T00:16:01-05:00,SM,192.168.1.3,2,2,,,104,104,19,20,	-80,	-82,	-93,	-96,103M,,-77,-78,,,,,
2026-02-24T00:17:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,20,	-81,	-84,	-95,	-98,137M,,-77,-78,,,,,
2026-02-24T00:17:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,20,	-81,	-84,	-95,	-98,137M,,-77,-78,,,,,
2026-02-24T00:18:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,20,	-82,	-84,	-95,,137M,,-77,-78,,,,,
2026-02-24T00:18:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,20,	-82,	-84,	-95,,137M,,-77,-78,,,,,
2026-02-24T00:19:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,20,	-82,	-85,	-97,,137M,,-77,-78,,,,,
2026-02-24T00:19:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,20,	-82,	-85,	-97,,137M,,-77,-78,,,,,
2026-02-24T00:20:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,20,	-82,	-84,	-94,	-99,137M,,-77,-78,,,,,
2026-02-24T00:20:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,20,	-82,	-84,	-94,	-99,137M,,-77,-78,,,,,
2026-02-24T00:21:01-05:00,AP,192.168.1.2,0,137,2,2,104,104,19,20,	-82,	-84,	-96,	-97,103M,,-77,-78,,,,,
2026-02-24T00:21:01-05:00,SM,192.168.1.3,2,2,,,104,104,19,20,	-82,	-84,	-96,	-97,103M,,-77,-78,,,,,
2026-02-24T00:22:01-05:00,AP,192.168.1.2,0,137,2,2,104,104,19,20,	-81,	-83,	-94,	-97,103M,,-77,-78,,,,,
2026-02-24T00:22:01-05:00,SM,192.168.1.3,2,2,,,104,104,19,20,	-81,	-83,	-94,	-97,103M,,-77,-78,,,,,
2026-02-24T00:23:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,20,	-82,	-84,	-96,	-98,137M,,-77,-78,,,,,
2026-02-24T00:23:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,20,	-82,	-84,	-96,	-98,137M,,-77,-78,,,,,
2026-02-24T00:24:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,20,	-82,	-84,	-95,	-98,137M,,-77,-78,,,,,
2026-02-24T00:24:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,20,	-82,	-84,	-95,	-98,137M,,-77,-78,,,,,
2026-02-24T00:25:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,20,	-82,	-85,	-96,	-98,137M,,-77,-78,,,,,
2026-02-24T00:25:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,20,	-82,	-85,	-96,	-98,137M,,-77,-78,,,,,
2026-02-24T00:26:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,20,	-83,	-84,	-95,	-97,137M,,-77,-78,,,,,
2026-02-24T00:26:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,20,	-83,	-84,	-95,	-97,137M,,-77,-78,,,,,
2026-02-24T00:27:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,20,	-84,	-86,	-94,	-96,137M,,-77,-80,,,,,
2026-02-24T00:27:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,20,	-84,	-86,	-94,	-96,137M,,-77,-80,,,,,
2026-02-24T00:28:02-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,20,	-84,	-87,	-93,	-96,137M,,-77,-80,,,,,
2026-02-24T00:28:02-05:00,SM,192.168.1.3,2,2,,,105,104,19,20,	-84,	-87,	-93,	-96,137M,,-77,-80,,,,,
2026-02-24T00:29:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,19,	-81,	-82,	-92,	-96,137M,,-77,-79,,,,,
2026-02-24T00:29:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,19,	-81,	-82,	-92,	-96,137M,,-77,-79,,,,,
2026-02-24T00:30:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,20,	-84,	-86,	-95,	-96,137M,,-77,-80,,,,,
2026-02-24T00:30:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,20,	-84,	-86,	-95,	-96,137M,,-77,-80,,,,,
2026-02-24T00:31:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,19,	-83,	-84,	-95,	-97,137M,,-77,-79,,,,,
2026-02-24T00:31:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,19,	-83,	-84,	-95,	-97,137M,,-77,-79,,,,,
2026-02-24T00:32:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,19,	-82,	-84,	-95,	-98,137M,,-77,-79,,,,,
2026-02-24T00:32:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,19,	-82,	-84,	-95,	-98,137M,,-77,-79,,,,,
2026-02-24T00:33:01-05:00,AP,192.168.1.2,0,137,2,2,104,104,19,19,	-84,	-86,	-97,	-99,103M,,-77,-81,,,,,
2026-02-24T00:33:01-05:00,SM,192.168.1.3,2,2,,,104,104,19,19,	-84,	-86,	-97,	-99,103M,,-77,-81,,,,,
2026-02-24T00:34:01-05:00,AP,192.168.1.2,0,137,2,2,104,104,19,19,	-83,	-85,	-95,	-99,103M,,-77,-79,,,,,
2026-02-24T00:34:01-05:00,SM,192.168.1.3,2,2,,,104,104,19,19,	-83,	-85,	-95,	-99,103M,,-77,-79,,,,,
2026-02-24T00:35:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,20,	-82,	-84,	-95,	-97,137M,,-77,-78,,,,,
2026-02-24T00:35:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,20,	-82,	-84,	-95,	-97,137M,,-77,-78,,,,,
2026-02-24T00:36:01-05:00,AP,192.168.1.2,0,137,2,2,104,104,19,19,	-83,	-84,	-96,	-97,103M,,-77,-79,,,,,
2026-02-24T00:36:01-05:00,SM,192.168.1.3,2,2,,,104,104,19,19,	-83,	-84,	-96,	-97,103M,,-77,-79,,,,,
2026-02-24T00:37:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,20,	-83,	-85,	-94,	-97,137M,,-77,-78,,,,,
2026-02-24T00:37:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,20,	-83,	-85,	-94,	-97,137M,,-77,-78,,,,,
2026-02-24T00:38:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,19,	-83,	-85,	-95,	-97,137M,,-77,-79,,,,,
2026-02-24T00:38:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,19,	-83,	-85,	-95,	-97,137M,,-77,-79,,,,,
2026-02-24T00:39:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,19,	-82,	-85,	-95,	-95,137M,,-77,-79,,,,,
2026-02-24T00:39:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,19,	-82,	-85,	-95,	-95,137M,,-77,-79,,,,,
2026-02-24T00:40:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,20,	-82,	-84,	-95,	-97,137M,,-77,-78,,,,,
2026-02-24T00:40:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,20,	-82,	-84,	-95,	-97,137M,,-77,-78,,,,,
2026-02-24T00:41:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,20,	-82,	-85,	-92,	-99,137M,,-77,-80,,,,,
2026-02-24T00:41:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,20,	-82,	-85,	-92,	-99,137M,,-77,-80,,,,,
2026-02-24T00:42:01-05:00,AP,192.168.1.2,0,137,2,2,104,104,19,20,	-83,	-84,	-94,	-96,103M,,-77,-78,,,,,
2026-02-24T00:42:01-05:00,SM,192.168.1.3,2,2,,,104,104,19,20,	-83,	-84,	-94,	-96,103M,,-77,-78,,,,,
2026-02-24T00:43:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,20,	-82,	-84,	-94,	-96,137M,,-77,-78,,,,,
2026-02-24T00:43:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,20,	-82,	-84,	-94,	-96,137M,,-77,-78,,,,,
2026-02-24T00:44:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,19,,,	-97,,137M,,-77,-79,,,,,
2026-02-24T00:44:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,19,,,	-97,,137M,,-77,-79,,,,,
2026-02-24T00:45:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,20,	-84,	-86,	-94,	-97,137M,,-77,-80,,,,,
2026-02-24T00:45:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,20,	-84,	-86,	-94,	-97,137M,,-77,-80,,,,,
2026-02-24T00:46:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,20,	-82,	-84,	-94,	-99,137M,,-77,-78,,,,,
2026-02-24T00:46:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,20,	-82,	-84,	-94,	-99,137M,,-77,-78,,,,,
2026-02-24T00:47:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,19,	-97,,	-98,,137M,,-77,-79,,,,,
2026-02-24T00:47:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,19,	-97,,	-98,,137M,,-77,-79,,,,,
2026-02-24T00:48:01-05:00,AP,192.168.1.2,0,137,2,2,104,104,19,19,	-82,	-85,	-94,	-99,103M,,-77,-79,,,,,
2026-02-24T00:48:01-05:00,SM,192.168.1.3,2,2,,,104,104,19,19,	-82,	-85,	-94,	-99,103M,,-77,-79,,,,,
2026-02-24T00:49:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,20,	-80,	-82,	-95,	-97,137M,,-77,-78,,,,,
2026-02-24T00:49:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,20,	-80,	-82,	-95,	-97,137M,,-77,-78,,,,,
2026-02-24T00:50:01-05:00,AP,192.168.1.2,0,137,2,2,104,104,19,20,	-92,,	-95,,103M,,-77,-78,,,,,
2026-02-24T00:50:01-05:00,SM,192.168.1.3,2,2,,,104,104,19,20,	-92,,	-95,,103M,,-77,-78,,,,,
2026-02-24T00:51:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,20,	-81,	-84,	-93,	-96,137M,,-77,-80,,,,,
2026-02-24T00:51:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,20,	-81,	-84,	-93,	-96,137M,,-77,-80,,,,,
2026-02-24T00:52:02-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,20,	-83,	-85,	-95,	-97,137M,,-77,-78,,,,,
2026-02-24T00:52:02-05:00,SM,192.168.1.3,2,2,,,105,104,19,20,	-83,	-85,	-95,	-97,137M,,-77,-78,,,,,
2026-02-24T00:53:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,19,	-81,	-83,	-92,	-96,137M,,-77,-79,,,,,
2026-02-24T00:53:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,19,	-81,	-83,	-92,	-96,137M,,-77,-79,,,,,
2026-02-24T00:54:01-05:00,AP,192.168.1.2,0,137,2,2,104,104,19,20,	-99,,	-98,,103M,,-77,-80,,,,,
2026-02-24T00:54:01-05:00,SM,192.168.1.3,2,2,,,104,104,19,20,	-99,,	-98,,103M,,-77,-80,,,,,
2026-02-24T00:55:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,19,	-83,	-84,	-96,	-97,137M,,-77,-79,,,,,
2026-02-24T00:55:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,19,	-83,	-84,	-96,	-97,137M,,-77,-79,,,,,
2026-02-24T00:56:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,19,	-83,	-85,	-95,	-96,137M,,-77,-79,,,,,
2026-02-24T00:56:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,19,	-83,	-85,	-95,	-96,137M,,-77,-79,,,,,
2026-02-24T00:57:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,20,	-80,	-82,	-92,	-93,137M,,-77,-78,,,,,
2026-02-24T00:57:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,20,	-80,	-82,	-92,	-93,137M,,-77,-78,,,,,
2026-02-24T00:58:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,19,20,	-90,,	-94,,137M,,-77,-78,,,,,
2026-02-24T00:58:01-05:00,SM,192.168.1.3,2,2,,,105,104,19,20,	-90,,	-94,,137M,,-77,-78,,,,,
2026-02-24T00:59:01-05:00,AP,192.168.1.2,0,137,2,2,104,104,20,19,	-83,	-84,	-94,	-97,103M,,-76,-79,,,,,
2026-02-24T00:59:01-05:00,SM,192.168.1.3,2,2,,,104,104,20,19,	-83,	-84,	-94,	-97,103M,,-76,-79,,,,,
2026-02-24T01:00:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,20,20,	-82,	-84,	-93,	-96,137M,,-76,-78,,,,,
2026-02-24T01:00:01-05:00,SM,192.168.1.3,2,2,,,105,104,20,20,	-82,	-84,	-93,	-96,137M,,-76,-78,,,,,
2026-02-24T01:01:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,20,20,	-80,	-82,	-93,	-95,137M,,-76,-78,,,,,
2026-02-24T01:01:01-05:00,SM,192.168.1.3,2,2,,,105,104,20,20,	-80,	-82,	-93,	-95,137M,,-76,-78,,,,,
2026-02-24T01:02:01-05:00,AP,192.168.1.2,0,137,2,2,105,105,20,20,	-82,	-85,	-95,	-97,137M,,-76,-78,,,,,
2026-02-24T01:02:01-05:00,SM,192.168.1.3,2,2,,,105,105,20,20,	-82,	-85,	-95,	-97,137M,,-76,-78,,,,,
2026-02-24T01:03:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,20,20,	-81,	-84,	-93,	-97,137M,,-76,-78,,,,,
2026-02-24T01:03:01-05:00,SM,192.168.1.3,2,2,,,105,104,20,20,	-81,	-84,	-93,	-97,137M,,-76,-78,,,,,
2026-02-24T01:04:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,20,20,	-82,	-84,	-95,	-97,137M,,-76,-78,,,,,
2026-02-24T01:04:01-05:00,SM,192.168.1.3,2,2,,,105,104,20,20,	-82,	-84,	-95,	-97,137M,,-76,-78,,,,,
2026-02-24T01:05:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,20,20,	-82,	-85,	-94,	-98,137M,,-76,-78,,,,,
2026-02-24T01:05:01-05:00,SM,192.168.1.3,2,2,,,105,104,20,20,	-82,	-85,	-94,	-98,137M,,-76,-78,,,,,
2026-02-24T01:06:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,20,20,	-82,	-84,	-95,	-97,137M,,-76,-78,,,,,
2026-02-24T01:06:01-05:00,SM,192.168.1.3,2,2,,,105,104,20,20,	-82,	-84,	-95,	-97,137M,,-76,-78,,,,,
2026-02-24T01:07:01-05:00,AP,192.168.1.2,0,137,2,2,104,104,20,20,	-82,	-84,	-95,	-96,103M,,-76,-78,,,,,
2026-02-24T01:07:01-05:00,SM,192.168.1.3,2,2,,,104,104,20,20,	-82,	-84,	-95,	-96,103M,,-76,-78,,,,,
2026-02-24T01:08:01-05:00,AP,192.168.1.2,0,137,2,2,104,104,20,20,	-84,	-86,	-97,	-97,103M,,-76,-80,,,,,
2026-02-24T01:08:01-05:00,SM,192.168.1.3,2,2,,,104,104,20,20,	-84,	-86,	-97,	-97,103M,,-76,-80,,,,,
2026-02-24T01:09:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,20,20,	-79,	-82,	-92,	-95,137M,,-76,-78,,,,,
2026-02-24T01:09:01-05:00,SM,192.168.1.3,2,2,,,105,104,20,20,	-79,	-82,	-92,	-95,137M,,-76,-78,,,,,
2026-02-24T01:10:01-05:00,AP,192.168.1.2,0,137,2,2,105,105,20,20,	-81,	-84,	-93,	-96,137M,,-76,-78,,,,,
2026-02-24T01:10:01-05:00,SM,192.168.1.3,2,2,,,105,105,20,20,	-81,	-84,	-93,	-96,137M,,-76,-78,,,,,
2026-02-24T01:11:01-05:00,AP,192.168.1.2,0,137,2,2,105,105,20,20,	-82,	-84,	-94,	-97,137M,,-76,-78,,,,,
2026-02-24T01:11:01-05:00,SM,192.168.1.3,2,2,,,105,105,20,20,	-82,	-84,	-94,	-97,137M,,-76,-78,,,,,
2026-02-24T01:12:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,20,20,	-82,	-83,	-94,	-97,137M,,-76,-78,,,,,
2026-02-24T01:12:01-05:00,SM,192.168.1.3,2,2,,,105,104,20,20,	-82,	-83,	-94,	-97,137M,,-76,-78,,,,,
2026-02-24T01:13:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,20,20,	-83,	-85,	-94,	-96,137M,,-76,-80,,,,,
2026-02-24T01:13:01-05:00,SM,192.168.1.3,2,2,,,105,104,20,20,	-83,	-85,	-94,	-96,137M,,-76,-80,,,,,
2026-02-24T01:14:01-05:00,AP,192.168.1.2,0,137,2,2,105,105,20,20,	-92,,	-97,,137M,,-76,-78,,,,,
2026-02-24T01:14:01-05:00,SM,192.168.1.3,2,2,,,105,105,20,20,	-92,,	-97,,137M,,-76,-78,,,,,
2026-02-24T01:15:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,20,20,	-80,	-82,	-92,	-94,137M,,-76,-78,,,,,
2026-02-24T01:15:01-05:00,SM,192.168.1.3,2,2,,,105,104,20,20,	-80,	-82,	-92,	-94,137M,,-76,-78,,,,,
2026-02-24T01:16:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,20,19,	-82,	-84,	-94,	-97,137M,,-76,-79,,,,,
2026-02-24T01:16:01-05:00,SM,192.168.1.3,2,2,,,105,104,20,19,	-82,	-84,	-94,	-97,137M,,-76,-79,,,,,
2026-02-24T01:17:01-05:00,AP,192.168.1.2,0,137,2,2,104,104,20,20,	-81,	-83,	-92,	-96,103M,,-76,-78,,,,,
2026-02-24T01:17:01-05:00,SM,192.168.1.3,2,2,,,104,104,20,20,	-81,	-83,	-92,	-96,103M,,-76,-78,,,,,
2026-02-24T01:18:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,20,20,	-82,	-84,	-95,	-98,137M,,-76,-78,,,,,
2026-02-24T01:18:01-05:00,SM,192.168.1.3,2,2,,,105,104,20,20,	-82,	-84,	-95,	-98,137M,,-76,-78,,,,,
2026-02-24T01:19:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,20,19,	-82,	-84,	-94,	-98,137M,,-76,-79,,,,,
2026-02-24T01:19:01-05:00,SM,192.168.1.3,2,2,,,105,104,20,19,	-82,	-84,	-94,	-98,137M,,-76,-79,,,,,
2026-02-24T01:20:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,20,20,	-82,	-85,	-94,	-99,137M,,-76,-78,,,,,
2026-02-24T01:20:01-05:00,SM,192.168.1.3,2,2,,,105,104,20,20,	-82,	-85,	-94,	-99,137M,,-76,-78,,,,,
2026-02-24T01:21:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,20,20,	-82,	-83,	-96,	-96,137M,,-76,-78,,,,,
2026-02-24T01:21:01-05:00,SM,192.168.1.3,2,2,,,105,104,20,20,	-82,	-83,	-96,	-96,137M,,-76,-78,,,,,
2026-02-24T01:22:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,20,20,	-81,	-84,	-96,	-97,137M,,-76,-78,,,,,
2026-02-24T01:22:01-05:00,SM,192.168.1.3,2,2,,,105,104,20,20,	-81,	-84,	-96,	-97,137M,,-76,-78,,,,,
2026-02-24T01:23:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,20,21,	-81,	-82,	-92,	-95,137M,,-76,-77,,,,,
2026-02-24T01:23:01-05:00,SM,192.168.1.3,2,2,,,105,104,20,21,	-81,	-82,	-92,	-95,137M,,-76,-77,,,,,
2026-02-24T01:24:01-05:00,AP,192.168.1.2,0,137,2,2,105,105,20,21,	-81,	-83,	-93,	-95,137M,,-76,-77,,,,,
2026-02-24T01:24:01-05:00,SM,192.168.1.3,2,2,,,105,105,20,21,	-81,	-83,	-93,	-95,137M,,-76,-77,,,,,
2026-02-24T01:25:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,20,20,	-82,	-84,	-93,	-97,137M,,-76,-80,,,,,
2026-02-24T01:25:01-05:00,SM,192.168.1.3,2,2,,,105,104,20,20,	-82,	-84,	-93,	-97,137M,,-76,-80,,,,,
2026-02-24T01:26:01-05:00,AP,192.168.1.2,0,137,2,2,105,105,20,19,	-83,	-85,	-96,	-99,137M,,-76,-79,,,,,
2026-02-24T01:26:01-05:00,SM,192.168.1.3,2,2,,,105,105,20,19,	-83,	-85,	-96,	-99,137M,,-76,-79,,,,,
2026-02-24T01:27:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,20,20,	-82,	-84,	-95,	-96,137M,,-76,-78,,,,,
2026-02-24T01:27:01-05:00,SM,192.168.1.3,2,2,,,105,104,20,20,	-82,	-84,	-95,	-96,137M,,-76,-78,,,,,
2026-02-24T01:28:02-05:00,AP,192.168.1.2,0,137,2,2,105,104,20,20,	-84,	-86,	-96,	-97,137M,,-76,-80,,,,,
2026-02-24T01:28:02-05:00,SM,192.168.1.3,2,2,,,105,104,20,20,	-84,	-86,	-96,	-97,137M,,-76,-80,,,,,
2026-02-24T01:29:01-05:00,AP,192.168.1.2,0,137,2,2,104,104,20,19,	-80,	-82,	-94,	-95,103M,,-76,-79,,,,,
2026-02-24T01:29:01-05:00,SM,192.168.1.3,2,2,,,104,104,20,19,	-80,	-82,	-94,	-95,103M,,-76,-79,,,,,
2026-02-24T01:30:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,20,20,	-83,	-84,	-97,	-98,137M,,-76,-78,,,,,
2026-02-24T01:30:01-05:00,SM,192.168.1.3,2,2,,,105,104,20,20,	-83,	-84,	-97,	-98,137M,,-76,-78,,,,,
2026-02-24T01:31:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,20,20,	-82,	-84,	-93,	-96,137M,,-76,-78,,,,,
2026-02-24T01:31:01-05:00,SM,192.168.1.3,2,2,,,105,104,20,20,	-82,	-84,	-93,	-96,137M,,-76,-78,,,,,
2026-02-24T01:32:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,20,20,	-80,	-83,	-95,	-96,137M,,-76,-78,,,,,
2026-02-24T01:32:01-05:00,SM,192.168.1.3,2,2,,,105,104,20,20,	-80,	-83,	-95,	-96,137M,,-76,-78,,,,,
2026-02-24T01:33:01-05:00,AP,192.168.1.2,0,137,2,2,105,104,20,20,	-82,	-84,	-93,	-95,137M,,-76,-78,,,,,
